Epoch,Train_Loss,Test_Accuracy,Sensitivity,Specificity,F1_Score,AUC
1,0.1832291075791733,0.5881410256410257,0.3487179487179487,0.9871794871794872,0.5141776937618148,0.9295857988165681
2,0.10714483264441992,0.7868589743589743,0.9794871794871794,0.4658119658119658,0.8517279821627648,0.9188143765066843
3,0.07897643008429799,0.780448717948718,0.9871794871794872,0.4358974358974359,0.8489525909592062,0.9148586456278763
4,0.05741985781447466,0.8766025641025641,0.9256410256410257,0.7948717948717948,0.9036295369211514,0.9319088319088319
5,0.05214482880878769,0.8125,0.7666666666666667,0.8888888888888888,0.8363636363636363,0.9239754547446856
6,0.036309584879401814,0.8653846153846154,0.9487179487179487,0.7264957264957265,0.8980582524271845,0.9367576156037695
7,0.03259358223108193,0.7548076923076923,0.9923076923076923,0.358974358974359,0.8349514563106796,0.9181678720140259
8,0.024757788371604483,0.8573717948717948,0.9717948717948718,0.6666666666666666,0.8949232585596222,0.9401709401709402
9,0.01205762194470092,0.8509615384615384,0.9666666666666667,0.6581196581196581,0.8902007083825265,0.9341387245233399
10,0.012092713249595884,0.8285256410256411,0.9307692307692308,0.6581196581196581,0.8715486194477791,0.9278435239973701
11,0.01965829960017074,0.8205128205128205,0.9743589743589743,0.5641025641025641,0.8715596330275229,0.927575060267368
12,0.012102268319947667,0.8221153846153846,0.9846153846153847,0.5512820512820513,0.8737201365187713,0.919488275257506
13,0.01740221895564328,0.844551282051282,0.8384615384615385,0.8547008547008547,0.8708388814913449,0.9242220030681569
14,0.013124835721545594,0.8237179487179487,0.982051282051282,0.5598290598290598,0.8744292237442922,0.9299254876177953
15,0.013311857294421824,0.8766025641025641,0.8871794871794871,0.8589743589743589,0.8998699609882965,0.9449484987946527
16,0.00788016891468797,0.8108974358974359,0.9692307692307692,0.5470085470085471,0.8649885583524027,0.9290050405435022
17,0.006862066790675446,0.8461538461538461,0.9692307692307692,0.6410256410256411,0.8873239436619719,0.9297830374753452
18,0.009834533303239544,0.8269230769230769,0.9615384615384616,0.6025641025641025,0.8741258741258742,0.9173186500109577
19,0.012015725469225733,0.8573717948717948,0.9307692307692308,0.7350427350427351,0.8907975460122699,0.926923076923077
20,0.012418861771686492,0.7708333333333334,0.9948717948717949,0.3974358974358974,0.8443960826985855,0.9235097523559063
21,0.01186242776899095,0.8333333333333334,0.9538461538461539,0.6324786324786325,0.8773584905660378,0.913467017313171
22,0.010861939646154858,0.8221153846153846,0.9615384615384616,0.5897435897435898,0.8710801393728222,0.9263697129081745
23,0.01571527698938787,0.7708333333333334,0.9871794871794872,0.41025641025641024,0.8433734939759037,0.8910694718387026
24,0.01606166041808621,0.7996794871794872,0.9974358974358974,0.4700854700854701,0.8615725359911407,0.915954415954416
25,0.007757282452781092,0.8717948717948718,0.9692307692307692,0.7094017094017094,0.9043062200956937,0.9338209511286435
26,0.00385232792211343,0.8301282051282052,0.9743589743589743,0.5897435897435898,0.8775981524249422,0.9278051720359413
27,0.004378671030074932,0.8413461538461539,0.823076923076923,0.8717948717948718,0.8663967611336032,0.9311856234933159
28,0.006843261935957899,0.8012820512820513,0.982051282051282,0.5,0.8606741573033708,0.9289502520271751
29,0.00666769230254412,0.7964743589743589,0.9743589743589743,0.5,0.8568207440811725,0.9132807363576595
30,0.0015925705331874859,0.8285256410256411,0.9717948717948718,0.5897435897435898,0.8763005780346821,0.913182117028271
31,0.0008642520300209634,0.8397435897435898,0.9564102564102565,0.6452991452991453,0.8817966903073287,0.919997808459347
32,0.0007069653656690831,0.8253205128205128,0.9666666666666667,0.5897435897435898,0.8736964078794901,0.9236083716852949
33,0.00031632433584368326,0.8349358974358975,0.9769230769230769,0.5982905982905983,0.8809248554913295,0.9229947403024327
34,0.00027532935509993643,0.8413461538461539,0.9769230769230769,0.6153846153846154,0.8850174216027874,0.9203594126671049
35,0.0005235866877409631,0.8557692307692307,0.9666666666666667,0.6709401709401709,0.8933649289099526,0.9247534516765287
36,0.0002970671992634644,0.844551282051282,0.9717948717948718,0.6324786324786325,0.8865497076023392,0.9258766162612316
37,0.0002430258641113286,0.8381410256410257,0.9717948717948718,0.6153846153846154,0.8824214202561118,0.9270052596975673
38,0.0002355151761679665,0.8525641025641025,0.9692307692307692,0.6581196581196581,0.8915094339622641,0.9267970633355248
39,0.0005062961764403603,0.8605769230769231,0.9615384615384616,0.6923076923076923,0.8960573476702509,0.9229618671926365
40,0.00044147728570539187,0.8493589743589743,0.9743589743589743,0.6410256410256411,0.8899297423887588,0.9291036598728907
41,0.0012584670780736698,0.7932692307692307,0.9897435897435898,0.4658119658119658,0.8568257491675916,0.8920556651325883
42,0.03448912940414499,0.7371794871794872,0.9974358974358974,0.3034188034188034,0.8259023354564756,0.9230221345605962
43,0.02743983362859711,0.8701923076923077,0.9692307692307692,0.7051282051282052,0.9032258064516129,0.9270545693622617
44,0.02817458994627571,0.8301282051282052,0.9769230769230769,0.5854700854700855,0.8778801843317973,0.9116644751260136
45,0.02380955803446266,0.717948717948718,1.0,0.24786324786324787,0.8158995815899581,0.8844236248082402
46,0.011775029871712101,0.8173076923076923,0.9897435897435898,0.5299145299145299,0.871331828442438,0.9235535831689679
47,0.004235683888784491,0.8141025641025641,0.982051282051282,0.5341880341880342,0.8684807256235828,0.9228413324567172
48,0.0020023190313870312,0.8301282051282052,0.9769230769230769,0.5854700854700855,0.8778801843317973,0.9382697786543941
49,0.0015577113479052897,0.7948717948717948,0.982051282051282,0.4829059829059829,0.8568232662192393,0.9191211921981153
50,0.0005169428740570768,0.8317307692307693,0.9769230769230769,0.5897435897435898,0.8788927335640139,0.9253670830593907
