Epoch,Train_Loss,Test_Accuracy,Sensitivity,Specificity,F1_Score,AUC
1,0.19735413279153802,0.7788461538461539,0.6794871794871795,0.9444444444444444,0.7934131736526946,0.9238110891957046
2,0.10408852535517335,0.780448717948718,0.6717948717948717,0.9615384615384616,0.7927382753403933,0.9323800131492439
3,0.09192293929040299,0.75,0.9717948717948718,0.3803418803418803,0.8293216630196937,0.8937979399517861
4,0.05906124439126604,0.6955128205128205,1.0,0.18803418803418803,0.8041237113402062,0.8754985754985756
5,0.04565601835359307,0.7836538461538461,0.9692307692307692,0.47435897435897434,0.8484848484848485,0.884774271312733
6,0.04381337316219239,0.7435897435897436,0.9897435897435898,0.3333333333333333,0.8283261802575107,0.9063499890422968
7,0.030861846092841146,0.8717948717948718,0.9128205128205128,0.8034188034188035,0.898989898989899,0.9448663160201621
8,0.03405607137502651,0.8525641025641025,0.8769230769230769,0.811965811965812,0.8814432989690721,0.9039119000657462
9,0.02959987317475141,0.7756410256410257,0.9948717948717949,0.41025641025641024,0.8471615720524017,0.9235919351303966
10,0.015013412338397468,0.8173076923076923,0.982051282051282,0.5427350427350427,0.8704545454545455,0.9298213894367741
11,0.015280555138513056,0.8285256410256411,0.9846153846153847,0.5683760683760684,0.8777142857142857,0.9385875520490905
12,0.016606933255850057,0.6522435897435898,1.0,0.07264957264957266,0.7823470411233701,0.8313883410037257
13,0.01779282310599771,0.7980769230769231,0.9512820512820512,0.5427350427350427,0.8548387096774194,0.8864069690992769
14,0.012720872427904277,0.8461538461538461,0.982051282051282,0.6196581196581197,0.888631090487239,0.9309719482796406
15,0.013484385838255697,0.7612179487179487,0.9897435897435898,0.3803418803418803,0.8382193268186754,0.90304624150778
16,0.007810013207775734,0.8141025641025641,0.982051282051282,0.5341880341880342,0.8684807256235828,0.9301227262765724
17,0.007791789144150479,0.8333333333333334,0.9666666666666667,0.6111111111111112,0.8787878787878788,0.9290653079114617
18,0.008962660348081044,0.8493589743589743,0.941025641025641,0.6965811965811965,0.8864734299516909,0.9145792241946089
19,0.0036225272682432912,0.8461538461538461,0.9692307692307692,0.6410256410256411,0.8873239436619719,0.9196964716195486
20,0.010029247125566782,0.8141025641025641,0.7538461538461538,0.9145299145299145,0.8352272727272727,0.9233015559938637
21,0.005618275423089041,0.7756410256410257,0.982051282051282,0.43162393162393164,0.8454746136865342,0.8937321937321938
22,0.003642042518640597,0.8509615384615384,0.9743589743589743,0.6452991452991453,0.8909730363423212,0.9198663160201621
23,0.006118470142239713,0.7948717948717948,0.9846153846153847,0.47863247863247865,0.8571428571428571,0.8997424939732631
24,0.008170668966134963,0.8509615384615384,0.9717948717948718,0.6495726495726496,0.8907168037602821,0.9294817006355468
25,0.007062798804265991,0.7916666666666666,0.9692307692307692,0.49572649572649574,0.8532731376975169,0.9046351084812623
26,0.0023331552892621246,0.8333333333333334,0.9538461538461539,0.6324786324786325,0.8773584905660378,0.9194554021477097
27,0.004310689005711845,0.7836538461538461,0.9846153846153847,0.44871794871794873,0.8504983388704319,0.893600701293009
28,0.0039202075721360054,0.7836538461538461,0.9948717948717949,0.43162393162393164,0.8518111964873765,0.9298652202498356
29,0.03249997478298806,0.7964743589743589,0.9692307692307692,0.5085470085470085,0.8561721404303511,0.9091442033749727
30,0.02189324968164154,0.7772435897435898,0.9897435897435898,0.4230769230769231,0.8474204171240395,0.9079005040543502
31,0.01058101545975736,0.8413461538461539,0.9717948717948718,0.6239316239316239,0.8844807467911319,0.9268902038132807
32,0.008830621393092219,0.8205128205128205,0.9717948717948718,0.5683760683760684,0.871264367816092,0.9272244137628753
33,0.009226645960501692,0.7467948717948718,0.9948717948717949,0.3333333333333333,0.8308351177730193,0.9158886697348235
34,0.00673895934520697,0.8157051282051282,0.9846153846153847,0.5341880341880342,0.869762174405436,0.9186774052158667
35,0.0048225488056901685,0.8092948717948718,0.9846153846153847,0.5170940170940171,0.8658399098083427,0.9245781284242822
36,0.002249576673308376,0.8108974358974359,0.9897435897435898,0.5128205128205128,0.8674157303370786,0.9227536708305939
37,0.002738668122555398,0.8221153846153846,0.9717948717948718,0.5726495726495726,0.8722669735327964,0.9194773175542406
38,0.014376557653920556,0.8525641025641025,0.9717948717948718,0.6538461538461539,0.8917647058823529,0.9372507122507123
39,0.01378301312389685,0.8605769230769231,0.9717948717948718,0.6752136752136753,0.8970414201183432,0.9177569581415735
40,0.003260590191621915,0.8221153846153846,0.9923076923076923,0.5384615384615384,0.8745762711864407,0.9279640587332896
41,0.004001885604513198,0.7724358974358975,0.9948717948717949,0.4017094017094017,0.8453159041394336,0.9198827525750604
42,0.002965575743191073,0.8141025641025641,0.982051282051282,0.5341880341880342,0.8684807256235828,0.9168419899189131
43,0.0029521976925605785,0.8060897435897436,0.9769230769230769,0.5213675213675214,0.8629671574178935,0.9073087880780188
44,0.00047223747967124974,0.8108974358974359,0.9717948717948718,0.5427350427350427,0.865296803652968,0.9219099276791586
45,0.008879321627481632,0.8525641025641025,0.9692307692307692,0.6581196581196581,0.8915094339622641,0.9386259040105195
46,0.0011884594890405338,0.8076923076923077,0.9846153846153847,0.5128205128205128,0.8648648648648649,0.9146833223756301
47,0.0005902640240330379,0.8189102564102564,0.9692307692307692,0.5683760683760684,0.8699654775604143,0.9202772298926145
48,0.0026061661651995732,0.8141025641025641,0.9692307692307692,0.5555555555555556,0.8669724770642202,0.8928829717291256
49,0.0008759989193069858,0.8092948717948718,0.9846153846153847,0.5170940170940171,0.8658399098083427,0.9183541529695376
50,0.00056055854016764,0.8092948717948718,0.9871794871794872,0.5128205128205128,0.8661417322834646,0.9201512163050625
